Valor,Area,Dist_Praia,Dist_Farmacia,vale_a_pena_comprar
750000,110,6.082084261,0.735596,0
823600,114,8.835579602000001,0.484844,0
2500000,160,0.104997284,0.166375,1
4000000,244,0.050168111,0.287733,1
199000,20,2.533428099,0.449045,0
300000,75,4.460190965,0.539456,0
3700000,307,3.2946490930000003,0.401014,0
299000,54,6.04903063,0.8970739999999999,0
328000,56,5.850671658,0.781036,0
1500000,95,0.340513206,0.045695,1
950000,177,7.5961829289999985,0.025741000000000003,0
640000,75,5.590214701,0.344316,0
805000,84,5.824821675,0.25329,0
225000,60,7.556334884,0.068597,0
630000,96,5.163549534,0.233172,0
1200000,156,5.163549534,0.540905,0
430000,65,4.763160421,0.180774,0
5500000,340,0.101507667,0.17653,1
1950000,209,5.437160027000001,0.342816,0
275000,56,8.133497975,0.424108,0
950000,131,0.475062456,0.267787,1
1050000,100,0.035370645,0.031701,1
650000,90,6.115163541,0.990276,0
1350000,120,0.12816518,0.217732,1
3160000,135,0.01328214,0.503425,1
230000,60,8.194873023,0.047115,0
1300000,100,6.118410988,0.162955,0
2200000,233,0.8484635509999999,0.5200779999999999,1
975000,110,1.559445515,0.165253,1
1130000,182,8.148118601,0.109462,0
1100000,80,0.972674502,0.296335,1
895000,115,2.74345832,0.398358,0
650000,94,1.1411228409999998,0.138856,1
320000,51,9.075762397,0.229431,0
378000,80,7.8416908360000015,0.648718,0
499000,70,0.6772496720000001,0.040322,1
3600000,262,0.6806597409999999,0.086631,1
3995000,296,3.2946490930000003,0.42700000000000005,0
1100000,76,0.255657787,0.371739,1
1680000,200,0.443694818,0.6712100000000001,1
230000,55,7.188421474,0.392343,0
650000,95,1.553783476,0.891762,1
2200000,200,0.365860019,0.596545,1
1090000,76,0.575058127,0.347506,1
1470000,140,0.815546523,0.451173,1
200000,42,3.141567332,0.8635520000000001,0
750000,160,5.728473876,0.302662,0
1400000,92,0.5370084589999999,0.8414379999999999,1
189000,70,5.974026164,0.365716,0
1195000,75,0.68341781,0.955122,1
1350000,374,0.753289468,0.799495,1
1050000,69,2.450874919,0.169452,0
3300000,140,0.502020118,0.103412,1
350000,30,0.370148456,0.610905,0
600000,91,7.725977639,0.297051,0
399000,58,6.17971556,0.746152,0
388435,36,2.093921238,0.357083,0
350000,59,4.450504436,0.195765,0
790000,30,0.364045943,0.821406,0
140000,50,14.38040031,0.425234,0
2350000,233,1.487104667,0.653144,1
1600000,80,0.442715183,0.611288,1
280000,65,8.539616005,0.308939,0
2730000,80,0.054887914,0.67611,1
820000,92,6.464343765,0.250151,0
230000,55,5.323517204,0.914706,0
415000,78,4.424044286,0.330518,0
640000,56,0.914668102,0.727297,0
1800000,190,0.002068053,0.272421,1
390000,60,5.213856817,0.11738,0
465000,83,8.408592105,0.797095,0
199900,48,7.808211629,0.449864,0
3150000,285,0.195600585,0.623829,1
260000,60,7.180893449,0.121158,0
6500000,300,0.117657046,0.351509,1
1240000,122,0.429990603,0.452651,1
1830000,135,0.368656144,0.26512600000000003,1
890000,87,0.644860408,0.441628,1
15000000,598,0.0,0.856798,0
700000,75,0.271763388,0.151773,1
1120000,111,1.2282390909999998,0.657118,1
260000,75,5.210040909,0.662686,0
364900,67,3.89840572,0.5531550000000001,0
700000,110,6.91342557,0.127183,0
640000,102,6.1193504339999985,0.182788,0
350000,63,4.057734006,0.419912,0
1100000,190,0.619595606,0.262981,1
3800000,170,0.01328214,0.821441,1
1099000,160,3.304734137,0.092704,0
1200000,216,1.081976014,0.555031,1
5300000,450,0.039072986,0.207168,1
1550000,249,1.261893962,0.334185,1
4200000,250,0.5708315820000001,0.211026,1
949999,203,5.146943625,0.236641,0
990000,115,1.559445515,0.174056,1
580000,65,5.67589336,0.8925040000000001,0
350000,68,3.2946490930000003,0.05325,0
1850000,107,0.724049871,0.322418,1
385000,70,7.913275305,0.661728,0
2500000,130,0.0,0.57,1
1050000,80,0.34775895100000004,0.5562020000000001,1
170000,50,9.46847249,0.712431,0
750000,280,0.703771312,0.160384,1
2500000,173,0.492167318,0.450573,1
450000,52,6.207589435,0.239451,0
8000000,372,1.342394524,0.631093,0
270000,50,5.262867737,0.919313,0
850000,138,1.165877499,0.134911,1
225000,32,4.270141829,0.563209,0
449000,97,7.9076848339999986,0.385738,0
4700000,370,2.486862035,0.523312,0
820000,219,8.164295648,0.319285,0
3990000,513,0.17345453800000002,0.84226,1
589000,166,9.564278938,0.237036,0
4500000,570,0.332910589,0.149488,1
550000,45,0.190631852,0.391004,0
850000,142,1.657033245,0.491759,1
1550000,70,0.183450516,0.443699,1
380000,85,7.519168622,0.149813,0
540000,106,5.6522855660000015,0.029474,0
1600000,93,1.068776577,0.659172,1
820000,75,0.38081321,0.344048,1
4680000,490,6.026795175,0.010825,0
580000,50,2.128900515,0.8776940000000001,0
165000,26,1.234050397,0.418449,0
320000,67,6.613428902999999,0.01277,0
380000,45,2.191745607,0.500657,0
900000,95,0.5971755639999999,0.525415,1
400000,66,3.0945921060000003,0.961514,0
850000,110,0.349358402,0.968135,1
949993,106,4.410975897,0.172783,0
900000,89,0.942304317,0.201002,1
632000,128,7.65255499,0.574675,0
670000,88,1.630460815,0.883685,1
495000,64,6.616943971,0.66532,0
2490000,170,0.0,0.112546,1
358000,92,9.34684395,0.319359,0
2700000,150,0.371530604,0.9005569999999999,1
1700000,78,0.317031428,0.28530700000000003,1
112000,44,10.34276725,0.893325,0
370000,65,6.202106549,0.481807,0
590000,44,0.866495584,0.712253,0
399000,85,6.2467177970000005,0.375464,0
480000,74,4.417484893999999,0.632848,0
1790000,110,0.375701191,0.6696300000000001,1
370000,65,6.354407299,0.680442,0
1250000,80,0.435647249,0.916309,1
3150000,190,1.899406135,0.8690950000000001,1
278000,62,7.320045023,0.988149,0
690000,140,7.630117389,0.954091,0
850000,100,0.500509949,0.600638,1
2650000,100,0.7097849079999999,0.717529,1
1799993,170,1.643445445,0.967308,1
450000,33,0.33789627200000005,0.141651,0
509900,85,7.873965131,0.470842,0
1200000,99,0.34002415700000005,0.463547,1
270000,33,2.436617322,0.7054279999999999,0
450000,40,0.397425293,0.678565,0
600000,200,8.159490032999999,0.768201,0
275000,68,3.94904779,0.256173,0
300000,36,1.111775346,0.521698,0
280000,51,9.161539432,0.213049,0
950000,94,0.748011338,0.513703,1
800000,93,6.45423549,0.949507,0
1400000,111,0.6108768139999999,0.8850969999999999,1
352000,66,8.15081318,0.543205,0
680000,54,0.377235537,0.793054,0
359900,65,4.001922315,0.6925720000000001,0
3200000,320,2.633390365,0.995709,0
1995000,175,0.510378546,0.164681,1
2300000,220,8.438495682000001,0.733804,0
451000,69,5.017801905,0.860151,0
500000,85,1.145993567,0.74754,1
2200000,215,1.048210518,0.457707,1
1300000,150,6.1911224570000005,0.751134,0
8600000,317,2.569273952,0.477344,0
240000,50,7.696276083,0.416442,0
1140000,111,0.483599326,0.803535,1
850000,72,1.196937651,0.960653,1
3200000,207,2.121971645,0.195562,1
740000,63,0.84729943,0.279816,1
495000,68,0.7694451,0.109451,1
549000,82,6.829063814,0.181166,0
690000,43,0.544808957,0.141294,0
1100000,86,0.907212415,0.228624,1
420000,82,8.548206378,0.666952,0
2750000,308,0.5139538770000001,0.669682,1
5300000,215,0.180908028,0.244761,1
1150000,92,0.555292739,0.116306,1
450000,67,4.596800088,0.07305299999999999,0
3990000,180,0.225634798,0.623594,1
6350000,344,0.137567162,0.06270099999999999,1
256000,46,9.186298342,0.671555,0
489000,130,7.817664085,0.843606,0
290000,75,6.475537161,0.850132,0
880000,102,1.145658068,0.552543,1
1300000,107,3.2946490930000003,0.482291,0
4000000,466,1.584689816,0.182586,1
4800000,200,0.174596415,0.542585,1
575000,38,1.553783476,0.074534,0
1900000,130,1.1166179859999998,0.431652,1
970000,93,5.246264701,0.170998,0
680000,75,0.450305073,0.137794,1
4950000,301,0.046722477000000005,0.309254,1
200000,50,9.124939731,0.114999,0
3500000,339,0.505635762,0.6210140000000001,1
750000,66,0.016688881000000003,0.753713,1
330000,64,7.9076848339999986,0.990213,0
1100000,170,0.588480144,0.180416,1
645000,38,1.747955086,0.979506,0
520000,75,5.696228241,0.404972,0
2150000,200,0.13523802599999998,0.552367,1
998000,185,6.522476076,0.944833,0
240000,65,7.518428459,0.025598,0
990000,100,0.145757928,0.810551,1
2500000,160,2.529613296,0.516219,0
165000,48,11.22279519,0.392321,0
1380000,117,0.81532166,0.140818,1
720000,130,6.168544144,0.908394,0
575000,84,5.699254074,0.984677,0
2999000,300,1.52473761,0.619996,1
245000,75,13.45717667,0.31952600000000003,0
1590000,133,0.091002036,0.658555,1
829000,148,1.829138571,0.436711,1
1590000,140,0.449541408,0.866014,1
12000000,492,2.7053314530000003,0.17636,0
1080000,146,4.803006453,0.346523,0
280000,75,5.825246175,0.423028,0
2200000,100,0.110318388,0.308499,1
1500000,124,2.497677015,0.114999,0
1300000,70,0.468553629,0.126108,1
205000,47,5.323517204,0.11304000000000003,0
550000,92,7.899101513,0.096894,0
300000,100,9.454072372999999,0.052334000000000006,0
670000,77,0.735264988,0.232902,1
1250000,60,0.348274951,0.196192,0
630000,94,4.487355331,0.5097689999999999,0
799000,85,0.451305663,0.201431,1
650000,72,6.467739009,0.316715,0
3190000,380,2.24181477,0.951215,0
416700,63,4.615575008,0.448594,0
490000,43,0.144172936,0.629211,0
1048000,99,1.047749739,0.269719,1
165000,49,2.734548332,0.8511200000000001,0
600000,135,7.090760422000001,0.968158,0
219500,57,8.485576648,0.667521,0
930000,82,0.732202705,0.203775,1
800000,70,0.078848856,0.158585,1
1179993,143,5.119767035,0.882713,0
350000,59,8.177414152999999,0.537714,0
1050000,69,0.617839484,0.17109100000000002,1
750000,65,0.932168851,0.4472680000000001,1
1400000,120,0.364478136,0.436302,1
685000,40,0.478180739,0.163959,0
1100000,91,0.663633307,0.302715,1
1450000,194,0.848024881,0.490608,1
1100000,90,0.612318139,0.327141,1
370000,71,8.34180807,0.0513,0
577000,78,4.851510824,0.963358,0
569000,130,7.352646429,0.319353,0
450000,75,6.581940169,0.886707,0
320000,90,6.899707369,0.222674,0
1722234,72,0.284983476,0.140626,1
290000,77,8.505385328,0.5469109999999999,0
550000,70,0.948875475,0.407928,1
600000,95,1.177136494,0.391236,1
1000000,76,2.413282241,0.8564940000000001,0
215000,60,6.195154504,0.053786,0
430000,70,6.216008163,0.710924,0
730000,96,8.348590749,0.064787,0
800000,72,0.5128090120000001,0.366487,1
1890000,175,0.564642857,0.137429,1
2055000,90,0.235668018,0.500459,1
425000,68,8.266678651,0.652622,0
859000,154,0.622125324,0.818229,1
439000,69,5.982644594,0.48133,0
1400000,109,0.354355474,0.770145,1
630000,100,6.894210734,0.184502,0
760000,75,7.699152942,0.955326,0
850000,76,1.1050538909999998,0.553079,1
674500,73,6.746431405,0.647263,0
895000,118,1.289331478,0.598172,1
2350000,194,0.355658824,0.7224079999999999,1
4200000,390,0.084441806,0.211517,1
2400000,170,0.395124456,0.062389,1
700000,177,3.123222287,0.755484,0
865000,95,1.082955852,0.401889,1
210000,53,7.798386118,0.948473,0
600000,41,0.11216365,0.772061,0
6600000,280,0.108179274,0.901815,1
155000,40,5.8587056120000005,0.716429,0
450000,92,7.77842839,0.704577,0
519000,72,1.5119530819999998,0.32710500000000003,1
1750000,352,0.388191655,0.622923,1
699000,162,8.239109133,0.5572239999999999,0
370000,72,8.771524692,0.999678,0
230000,67,7.255909757,0.427255,0
4600000,292,1.6412302930000002,0.339326,1
1590000,135,0.12943397199999998,0.253595,1
245000,61,12.01117059,0.934254,0
957446,130,8.537220495,0.32000300000000004,0
950000,70,2.243057875,0.516413,0
410000,106,5.595926315,0.181621,0
2180000,190,0.316218918,0.007647,1
1100000,120,3.2946490930000003,0.900847,0
590000,70,7.227110401,0.534507,0
570000,70,6.207589435,0.28835900000000003,0
895000,90,1.082955852,0.839621,1
750000,91,8.645406694,0.413395,0
1390000,130,1.147352611,0.082388,1
595000,40,0.5582048079999999,0.151305,0
1350000,140,1.183390248,0.355816,1
450000,81,8.179302759,0.971161,0
243000,59,7.233041337,0.613468,0
385000,100,6.8435527060000005,0.780154,0
580000,92,6.608266007,0.244379,0
389000,72,2.055225551,0.8458459999999999,1
264900,64,5.4929438039999985,0.995601,0
1050000,100,0.718664251,0.182581,1
690000,65,0.729537118,0.957772,1
789000,206,7.898110954,0.6382439999999999,0
4200000,260,0.06376702,0.980877,1
535100,75,2.807699453,0.14063599999999998,0
199999,60,5.475623239,0.269069,0
290000,88,7.508220529,0.562051,0
1695000,171,4.73885629,0.032354,0
480000,63,4.44868117,0.952177,0
455000,83,5.042202859,0.210091,0
590000,140,4.491362948,0.55299,0
520000,90,7.462910629,0.618104,0
1890000,90,1.371811259,0.7124149999999999,1
999000,140,0.218816094,0.309745,1
3650000,173,2.676389711,0.821116,0
3500000,350,2.250003072,0.716963,0
610000,148,2.805266392,0.685199,0
688000,227,1.93757314,0.494685,1
340000,72,3.2946490930000003,0.269986,0
880000,70,0.854470317,0.844817,1
3400000,131,0.01328214,0.077352,1
550000,170,6.108024913,0.298152,0
530000,120,1.066814942,0.821817,1
355000,64,4.766154773999999,0.093612,0
1280000,129,0.931965619,0.68417,1
1200000,120,1.12593657,0.212544,1
740000,62,0.33952283200000005,0.335932,1
235000,50,5.074748993,0.788917,0
1090000,138,4.597380754,0.38064,0
690000,90,6.659447127999999,0.493491,0
760000,152,6.3687220710000005,0.90338,0
1780000,180,0.139914361,0.47419,1
655000,60,6.3930480639999985,0.386858,0
7795000,250,0.26340896,0.991233,0
1300000,110,0.5100629870000001,0.742039,1
810000,91,0.522733143,0.999803,1
1410000,86,1.701881033,0.44189,1
540000,50,0.603622923,0.26472,0
2800000,280,0.566843345,0.527892,1
3800000,146,0.694994586,0.342715,1
439900,127,10.48138017,0.117637,0
900000,160,0.846381492,0.927097,1
499000,170,7.645170583,0.6592140000000001,0
395000,87,10.47259547,0.620888,0
225000,65,3.10466831,0.98701,0
590000,87,6.117066376,0.333419,0
200000,52,7.730656067000001,0.242818,0
269000,55,6.634812212999999,0.325629,0
990000,90,0.706697465,0.061304,1
290000,62,8.794386429,0.395979,0
899900,97,0.8036556220000001,0.656868,1
1800000,85,0.570788894,0.403562,1
850000,82,1.678563429,0.4875060000000001,1
610000,70,4.578858613,0.013921,0
3800000,140,0.0,0.776262,1
125000,52,13.25386121,0.389744,0
895000,125,0.663798349,0.483704,1
420000,70,0.963630013,0.7681180000000001,1
555000,120,1.466905345,0.168527,1
1080000,95,0.123383413,0.024024,1
595000,41,0.124226273,0.314578,0
840000,138,0.19500852,0.242166,1
860000,75,0.12965169599999998,0.758153,1
715000,89,4.454816201,0.14566800000000002,0
360000,70,1.870257209,0.812868,1
3500000,200,0.131674555,0.289517,1
700000,140,5.902578229,0.609032,0
449999,52,6.121870444,0.236154,0
240000,52,5.923177835,0.5578609999999999,0
565000,70,1.787159779,0.437461,1
990000,119,1.629708881,0.22082,1
1370000,95,2.268332667,0.402072,0
400000,100,6.757913277999999,0.443732,0
1300000,123,0.807994475,0.520966,1
430000,71,7.463145327,0.127378,0
1650000,170,1.553783476,0.389857,1
1250000,176,1.201390171,0.8794690000000001,1
790000,87,0.944747437,0.884186,1
2400000,130,1.122777937,0.036774,1
590000,57,2.4710002330000003,0.393379,0
2750000,134,0.7192184629999999,0.774036,1
280000,70,8.026276792,0.7557619999999999,0
1600000,120,0.289627862,0.367221,1
550000,55,0.199397542,0.849187,0
660000,60,0.896238647,0.206975,0
320000,74,4.153672649,0.8996780000000001,0
1490000,90,0.053747085,0.608549,1
1045000,193,13.16964061,0.829945,0
330000,63,2.987861428,0.782926,0
10500000,700,0.65312713,0.041856,0
658900,77,4.1672963560000005,0.860615,0
199999,60,6.627740416,0.788455,0
950000,90,0.391686458,0.671734,1
550000,53,3.876708462,0.8958940000000001,0
1050000,114,4.998693705,0.038137,0
570000,61,1.172585596,0.203775,1
1400000,177,1.197810176,0.162258,1
660000,81,1.119833436,0.7258100000000001,1
350000,46,2.865555652,0.251946,0
1650000,169,0.5312673139999999,0.395988,1
600000,94,5.8486528510000015,0.129752,0
1200000,190,0.7851635929999999,0.694688,1
1150000,114,0.6044159689999999,0.550216,1
435000,41,0.088381034,0.914856,0
320000,63,6.767819613,0.801616,0
500000,42,0.397346921,0.440264,0
550000,84,1.108530421,0.895964,1
840000,78,1.26076882,0.469612,1
6000000,241,2.694392754,0.001811,0
4900000,296,0.01756134,0.136101,1
1400000,64,1.800678055,0.922283,1
1690000,158,0.757053847,0.893402,1
699000,103,7.873965131,0.5750460000000001,0
499200,81,2.031456774,0.291412,1
224000,45,9.45685806,0.756862,0
2200000,90,1.4686297430000002,0.009868,1
1600000,151,0.591869378,0.314612,1
1520000,90,0.6924503670000001,0.16938499999999998,1
440000,69,7.671863706,0.58158,0
344900,60,4.358531322,0.768119,0
85000,43,12.56410166,0.018549,0
950000,50,0.193938294,0.307135,0
2600000,158,0.724049871,0.878708,1
1100000,90,0.708870322,0.428922,1
820000,110,0.4797835170000001,0.927841,1
430000,29,0.494234393,0.56838,0
270000,60,7.221280146000002,0.901817,0
320000,25,0.717676967,0.604979,0
535000,89,4.454816201,0.027186,0
1300000,300,0.557611505,0.5399430000000001,1
599000,86,6.042941442999999,0.607614,0
320000,55,6.113725878,0.901827,0
3250000,140,0.437748884,0.08532999999999999,1
525000,74,7.286272583,0.198849,0
1250000,220,0.94537034,0.913646,1
1050000,80,1.501298857,0.264102,1
1450000,135,1.19582494,0.069239,1
1450000,166,5.125716912,0.168979,0
570000,95,1.106016483,0.22307800000000005,1
3000000,263,0.035247126000000004,0.234657,1
770000,104,0.591945568,0.5327270000000001,1
6000000,200,0.04597059,0.643368,1
480000,85,8.01154368,0.184203,0
350000,80,11.92260087,0.662972,0
3045000,160,0.6976840440000001,0.17862999999999998,1
543000,41,0.280467221,0.45377,0
525000,76,4.670943114,0.351864,0
195000,67,8.425391662000001,0.903281,0
670000,80,5.924420314,0.632404,0
1490000,100,0.178804799,0.589969,1
590000,89,0.87880643,0.566577,1
1950000,220,0.035988967000000004,0.361666,1
1000000,245,1.318588813,0.933513,1
1150000,93,1.088546939,0.342495,1
450000,88,6.689422819,0.735926,0
1300000,120,4.457984478,0.8748319999999999,0
101000,42,16.09382618,0.26905300000000004,0
1950000,135,2.144663155,0.051445000000000005,1
299000,60,5.866257504,0.413478,0
1050000,110,1.327540262,0.612609,1
930000,97,0.233369869,0.980362,1
269000,38,1.598410275,0.39682,0
360000,37,1.219712418,0.23812600000000006,0
235000,64,2.598218975,0.140123,0
3200000,153,0.724049871,0.807227,1
560000,85,3.0945921060000003,0.8846719999999999,0
140000,40,10.005449,0.845225,0
4000000,195,0.481389732,0.502835,1
450000,86,10.46737307,0.571321,0
1499993,104,1.7642953469999998,0.625215,1
510000,94,7.982661487,0.37792,0
155000,51,7.690748022999999,0.999678,0
1500000,87,0.4058626320000001,0.802403,1
2400000,195,1.853273539,0.06273,1
300000,25,0.56548488,0.259925,0
350000,77,7.436911376,0.332829,0
740000,116,0.806208206,0.13408399999999998,1
500000,78,5.7998325920000005,0.760907,0
310000,55,3.789982217,0.595638,0
2100000,111,0.168733777,0.031133,1
1300000,189,0.358565153,0.435997,1
870000,109,1.103049147,0.296931,1
2100000,197,1.996440389,0.6680520000000001,1
650000,68,0.130153802,0.145371,1
310000,70,11.23812822,0.573947,0
1150000,75,0.37210579,0.604484,1
4400000,430,2.14846537,0.474038,1
990000,50,0.27115641,0.806864,0
495000,40,0.276671295,0.095701,0
125000,52,15.22471067,0.577738,0
950000,125,5.843632284,0.422483,0
4900000,290,0.159675214,0.918235,1
917000,90,0.37600887,0.9258,1
570000,71,8.34180807,0.742516,0
999993,116,0.36307632,0.52486,1
710000,125,6.013669832000001,0.964397,0
4800000,580,1.553783476,0.845039,1
460000,100,4.388864172,0.99832,0
959000,147,1.553783476,0.705598,1
700000,75,0.261918702,0.521145,1
5500000,170,0.048227718,0.203249,1
1100000,201,1.109577826,0.251245,1
895000,115,8.045232906,0.109924,0
1300000,137,1.31913301,0.228911,1
3000000,160,1.6228581,0.252776,1
1722240,72,0.284983476,0.185824,1
450000,141,7.672369947000001,0.861698,0
1900000,189,1.23095604,0.11354000000000003,1
370000,40,2.277247234,0.734224,0
479993,116,7.511454969,0.133206,0
2200000,225,0.13694473599999998,0.304299,1
410000,73,7.449032259,0.417263,0
750000,91,8.368990458999999,0.786356,0
285000,65,5.39189604,0.24027,0
1389000,80,1.173343144,0.334009,1
1330000,143,5.119767035,0.819058,0
210000,55,9.205581135,0.735525,0
750000,80,0.27740569600000003,0.5075,1
460000,92,7.42865479,0.960736,0
2400000,260,0.930044018,0.368403,1
3100000,129,2.45499741,0.6093109999999999,0
850000,110,4.813440756,0.083439,0
649000,57,0.051277483,0.041574,0
563000,84,7.09270048,0.442026,0
490000,60,5.2514691010000005,0.142077,0
280000,70,4.514447038,0.932127,0
350000,63,8.109196197000001,0.562311,0
2000000,123,0.396589299,0.286423,1
299000,98,8.068966301,0.459171,0
990000,113,0.453665696,0.953613,1
350000,72,1.17019683,0.984597,1
2100000,179,1.386812665,0.8883,1
1200000,139,4.997187325,0.499884,0
600000,82,1.112064413,0.902767,1
1575000,132,1.279768262,0.808084,1
2500000,132,0.117657046,0.77727,1
2100000,105,0.117657046,0.458217,1
200000,62,6.2139474020000005,0.293508,0
2850000,202,0.073005188,0.842196,1
370000,90,8.798092687999999,0.036659,0
3000000,462,1.41663963,0.500232,1
360000,80,9.115781735,0.426209,0
1950000,120,0.055842573,0.8286889999999999,1
1500000,154,0.52380125,0.816109,1
1650000,170,0.8240225940000001,0.560284,1
770000,30,0.182929201,0.209475,0
1240000,75,0.34683163100000003,0.870374,1
295000,59,7.146518101,0.646686,0
580000,73,0.308221478,0.246884,1
1700000,70,4.6600646580000005,0.092918,0
1370000,116,0.380830111,0.433579,1
750000,52,0.0,0.986259,0
660000,66,0.842605994,0.744847,1
615200,77,4.1672963560000005,0.071615,0
469900,70,0.963630013,0.428993,1
629000,56,0.386030978,0.896467,0
470000,90,6.330955365,0.521224,0
165000,45,9.626790721,0.433586,0
2099000,95,0.611857031,0.370805,1
2850000,160,0.819728328,0.8837520000000001,1
1790000,160,0.065979946,0.573396,1
630000,82,5.47650243,0.028417,0
550000,56,0.503873017,0.745757,0
475000,38,0.481274305,0.7604850000000001,0
1950000,125,1.826863527,0.4833020000000001,1
500000,48,0.376244421,0.40177,0
2800000,210,0.4785685870000001,0.814446,1
190000,61,6.63744596,0.463796,0
335000,80,8.784261213999999,0.949153,0
1850000,184,0.424415919,0.25642,1
800000,60,0.371197219,0.638521,0
980000,115,0.735231445,0.277169,1
537904,74,1.7165021719999998,0.24374,1
1060000,92,0.880557987,0.040676,1
535000,40,0.35793708700000004,0.157086,0
1400000,105,0.289134381,0.759677,1
790000,74,0.261168987,0.624466,1
270000,70,8.074184479,0.439654,0
270000,50,2.23274502,0.518884,0
299000,70,6.219719212,0.561904,0
165000,53,6.502020366,0.275198,0
1100000,115,1.017679932,0.338161,1
1890000,98,0.080574322,0.670758,1
700000,70,0.145087372,0.284544,1
700000,140,6.170297819,0.5568569999999999,0
480000,72,6.3810992870000005,0.245347,0
1380000,104,0.23542414,0.753749,1
425000,73,7.815363577999999,0.568277,0
340000,60,4.16087002,0.037387,0
499999,100,6.591471867999999,0.537679,0
630000,90,0.943012663,0.208818,1
720000,51,0.619816524,0.8156979999999999,0
750000,70,0.8881995109999999,0.887986,1
4200000,145,0.377424911,0.225915,1
950000,115,1.432099125,0.330493,1
375000,76,7.367884576,0.399259,0
680000,129,7.337539028999998,0.826931,0
3720000,460,0.507284239,0.249727,1
700000,166,7.496284907000001,0.313335,0
2290000,96,0.660897781,0.918057,1
900000,96,1.585003807,0.125114,1
2995000,308,0.327505537,0.884583,1
950000,83,0.984727134,0.397007,1
1200000,120,0.218816094,0.077835,1
1200000,363,0.458406587,0.820773,1
450000,33,0.526212761,0.170327,0
330000,54,13.9182155,0.209243,0
355000,67,7.367884576,0.548912,0
1500000,154,0.515895715,0.8952540000000001,1
540000,85,7.791247904,0.131625,0
4800000,148,0.08748766599999999,0.172756,1
900000,199,3.2946490930000003,0.33065900000000004,0
1740000,171,3.2946490930000003,0.643227,0
2200000,286,1.5452274380000002,0.2314,1
378000,75,4.507090208999999,0.952769,0
479000,170,7.645170583,0.769921,0
190000,71,8.36634773,0.839181,0
490000,68,5.286859764,0.190651,0
200000,55,8.074184479,0.8277049999999999,0
