Valor;Area;Dist_Praia;Dist_Farmacia
5500000;170;0.048227718;0.203249
1100000;201;1.109577826;0.251245
895000;115;8.045232906;0.109924
1300000;137;1.31913301;0.228911
3000000;160;1.6228581;0.252776
1722240;72;0.284983476;0.185824
450000;141;7.672369947;0.861698
1900000;189;1.23095604;0.113540
370000;40;2.277247234;0.734224
479993;116;7.511454969;0.133206
2200000;225;0.136944736;0.304299
410000;73;7.449032259;0.417263
750000;91;8.368990459;0.786356
285000;65;5.39189604;0.240270
1389000;80;1.173343144;0.334009
1330000;143;5.119767035;0.819058
210000;55;9.205581135;0.735525
750000;80;0.277405696;0.507500
460000;92;7.42865479;0.960736
2400000;260;0.930044018;0.368403
3100000;129;2.45499741;0.609311
850000;110;4.813440756;0.083439
649000;57;0.051277483;0.041574
563000;84;7.09270048;0.442026
490000;60;5.251469101;0.142077
280000;70;4.514447038;0.932127
350000;63;8.109196197;0.562311
2000000;123;0.396589299;0.286423
299000;98;8.068966301;0.459171
990000;113;0.453665696;0.953613
350000;72;1.17019683;0.984597
2100000;179;1.386812665;0.888300
1200000;139;4.997187325;0.499884
600000;82;1.112064413;0.902767
1575000;132;1.279768262;0.808084
2500000;132;0.117657046;0.777270
2100000;105;0.117657046;0.458217
200000;62;6.213947402;0.293508
2850000;202;0.073005188;0.842196
370000;90;8.798092688;0.036659
3000000;462;1.41663963;0.500232
360000;80;9.115781735;0.426209
1950000;120;0.055842573;0.828689
1500000;154;0.52380125;0.816109
1650000;170;0.824022594;0.560284
770000;30;0.182929201;0.209475
1240000;75;0.346831631;0.870374
295000;59;7.146518101;0.646686
580000;73;0.308221478;0.246884
1700000;70;4.660064658;0.092918
1370000;116;0.380830111;0.433579
750000;52;0;0.986259
660000;66;0.842605994;0.744847
615200;77;4.167296356;0.071615
469900;70;0.963630013;0.428993
629000;56;0.386030978;0.896467
470000;90;6.330955365;0.521224
165000;45;9.626790721;0.433586
2099000;95;0.611857031;0.370805
2850000;160;0.819728328;0.883752
1790000;160;0.065979946;0.573396
630000;82;5.47650243;0.028417
550000;56;0.503873017;0.745757
475000;38;0.481274305;0.760485
1950000;125;1.826863527;0.483302
500000;48;0.376244421;0.401770
2800000;210;0.478568587;0.814446
190000;61;6.63744596;0.463796
335000;80;8.784261214;0.949153
1850000;184;0.424415919;0.256420
800000;60;0.371197219;0.638521
980000;115;0.735231445;0.277169
537904;74;1.716502172;0.243740
1060000;92;0.880557987;0.040676
535000;40;0.357937087;0.157086
1400000;105;0.289134381;0.759677
790000;74;0.261168987;0.624466
270000;70;8.074184479;0.439654
270000;50;2.23274502;0.518884
299000;70;6.219719212;0.561904
165000;53;6.502020366;0.275198
1100000;115;1.017679932;0.338161
1890000;98;0.080574322;0.670758
700000;70;0.145087372;0.284544
700000;140;6.170297819;0.556857
480000;72;6.381099287;0.245347
1380000;104;0.23542414;0.753749
425000;73;7.815363578;0.568277
340000;60;4.16087002;0.037387
499999;100;6.591471868;0.537679
630000;90;0.943012663;0.208818
720000;51;0.619816524;0.815698
750000;70;0.888199511;0.887986
4200000;145;0.377424911;0.225915
950000;115;1.432099125;0.330493
375000;76;7.367884576;0.399259
680000;129;7.337539029;0.826931
3720000;460;0.507284239;0.249727
700000;166;7.496284907;0.313335
2290000;96;0.660897781;0.918057
900000;96;1.585003807;0.125114
2995000;308;0.327505537;0.884583
950000;83;0.984727134;0.397007
1200000;120;0.218816094;0.077835
1200000;363;0.458406587;0.820773
450000;33;0.526212761;0.170327
330000;54;13.9182155;0.209243
355000;67;7.367884576;0.548912
1500000;154;0.515895715;0.895254
540000;85;7.791247904;0.131625
4800000;148;0.087487666;0.172756
900000;199;3.294649093;0.330659
1740000;171;3.294649093;0.643227
2200000;286;1.545227438;0.231400
378000;75;4.507090209;0.952769
479000;170;7.645170583;0.769921
190000;71;8.36634773;0.839181
490000;68;5.286859764;0.190651
200000;55;8.074184479;0.827705
1370000;73;0.056560613;0.882247
1100000;210;1.051373153;0.055753
17995000;756;0.03778208;0.787085
670000;140;1.412417681;0.017408
1560000;153;3.063816731;0.048262
898000;100;0.595005295;0.483806
499000;170;7.842342612;0.589932
1150000;66;0.278740435;0.647519
4700000;489;2.592812414;0.547182
650000;77;1.305406698;0.234702
225000;74;7.439585391;0.259512
3350000;120;0.501855958;0.384809
1488000;77;0.304765231;0.079669
630000;105;7.336125355;0.458195
630000;70;4.355463041;0.971439
1890000;200;0.625963809;0.173012
1490000;204;1.271816848;0.978317
1200000;75;0.104997284;0.046723
270000;60;6.493489806;0.333734
749000;85;0.404404525;0.139825
190000;119;10.44109536;0.081200
600000;94;4.38477495;0.520622
1899000;95;0;0.563916
395000;58;4.308340415;0.259852
1650000;146;0.145923519;0.795867
1250000;168;4.327919029;0.826106
345010;66;3.094592106;0.675775
2300000;230;0.830131246;0.340005
986000;95;2.263475041;0.387808
1690000;74;1.251469906;0.484137
195000;52;7.40156971;0.338488
480000;58;5.277474841;0.267671
1071900;108;2.263475041;0.717907
550000;84;1.060838559;0.398356
465000;76;1.553783476;0.715489
850000;89;0.043281568;0.990228
590000;84;2.92647196;0.296094
1150000;230;7.421088922;0.009952
900000;110;0.245126614;0.950009
1260000;130;3.063816731;0.615921
730000;103;0.112865438;0.730461
845000;140;6.420790992;0.528907
1900000;230;0.277609691;0.646889
279000;23;4.981776504;0.523027
490000;83;8.074564629;0.570074
1650000;170;0.458570806;0.459483
1600000;100;0.171499262;0.932989
18000000;526;0;0.703150
1100000;65;0.229304088;0.008298
590000;68;6.734526121;0.734935
6200000;153;0.126689211;0.709037
880000;120;6.635640695;0.294850
2800000;234;1.403712806;0.701251
4299000;200;2.474480361;0.111505
549000;57;0.016688881;0.924447
750000;78;2.562301995;0.543092
945000;110;0.420263816;0.183488
1690000;161;0.379648233;0.072636
500000;64;6.614358562;0.113673
210000;52;5.836137023;0.694320
440000;35;0.180306481;0.468621
3600000;43;0.071638581;0.542905
1349000;88;0.232891069;0.610089
3407000;338;2.35318027;0.851036
750000;65;0.932168851;0.602274
830000;40;0.119633113;0.449294
720000;70;1.635751908;0.644992
280000;57;8.305044569;0.827693
155000;47;5.792683531;0.903684
290000;51;7.655508398;0.904643
1050000;205;0.283196514;0.562317
249000;79;7.691942196;0.421814
1400000;140;4.922111039;0.829694
3450000;336;2.14846537;0.115118
289000;59;8.063154237;0.173365
1650000;160;2.374321179;0.511692
950000;180;5.800405332;0.493225
180000;39;8.895215537;0.758473
690000;100;1.197199745;0.087468
1690000;232;2.163895909;0.094092
200000;55;8.460314808;0.676714
400000;72;8.813629068;0.790328
420000;66;5.88965679;0.756989
12000000;370;0.080591781;0.946078
1280000;130;0.426579021;0.192545
710000;120;1.198047359;0.406035
300000;58;13.57632523;0.787700
499900;80;1.412417681;0.075262
740000;80;0.750483498;0.218654
1550000;90;0.880557987;0.341525
620000;70;6.101790666;0.417922
499999;90;5.291575481;0.996648
5500000;219;0.032717312;0.281199
1300000;107;0.041156574;0.429337
650000;61;2.23433346;0.979629
1200000;97;1.038148505;0.998764
1050000;192;1.189658576;0.659073
1280000;120;1.164644717;0.192167
330000;67;2.103479359;0.463148
450000;72;0.120458818;0.246177
755000;140;5.088865953;0.533011
450000;65;4.167296356;0.339464
505000;100;5.92068491;0.996895
280000;62;7.229972889;0.630389
895000;80;0.262236273;0.920196
550000;83;4.636051739;0.111916
1250000;187;6.351622069;0.592942
2200000;187;0.261723565;0.039031
792000;154;2.877515826;0.943726
800000;143;2.166682527;0.790084
949993;198;3.023484839;0.617604
12000000;246;0.009423787;0.051337
689999;118;4.900523735;0.376893
3100000;393;2.301341977;0.938610
1800000;178;0.287803155;0.063818
700000;98;4.846905066;0.806533
620000;62;0.377235537;0.301840
1380000;80;0.3477729;0.598166
980000;111;0.79009853;0.070954
795000;85;0.518306879;0.472955
1600000;213;0.496841166;0.283908
1310000;128;1.447123134;0.578176
500000;58;2.182970871;0.081072
1900000;200;0.753534966;0.682622
750000;88;0.976436789;0.620020
550000;86;4.13182837;0.027650
2200000;115;2.103602274;0.898197
5800000;200;0.111674242;0.936921
670000;70;1.253769016;0.175279
400000;31;0.388589057;0.322464
950000;180;7.198045833;0.785283
2499000;180;0.062495768;0.180505
3031500;391;2.24181477;0.426664
